"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PTW7X9CU","preprint","2023","Albert, Jaroslav","A tau-leaping method for computing joint probability distributions of the first-passage time and position of a Brownian particle","","","","","http://arxiv.org/abs/2301.00647","First passage time (FPT), also known as ﬁrst hitting time, is the time a particle, subject to some stochastic process, hits or crosses a closed surface for the very ﬁrst time. τ -leaping methods are a class of stochastic algorithms in which, instead of simulating every single reaction, many reactions are “leaped” over in order to shorten the computing time. In this paper we developed a τ -leaping method for computing the FPT and position in arbitrary volumes for a Brownian particle governed by the Langevin equation. The τ -leaping method proposed here works as follows. A sphere is inscribed within the volume of interest (VOI) centered at the initial particle’s location. On this sphere, the FPT is sampled, as well as the position, which becomes the new initial position. Then, another sphere, centered at this new location, is inscribed. This process continues until the sphere becomes smaller than some minimal radius Rmin. When this occurs, the τ -leaping switches to the conventional Monte Carlo, which runs until the particle either crosses the surface of the VOI or ﬁnds its way to a position where a sphere of radius > Rmin can be inscribed. The switching between τ -leaping and MC continues until the particle crosses the surface of the VOI. The purpose of a minimal radius is to avoid having to sample the velocities, which become irrelevant when the particle diﬀuses beyond a certain distance, i. e. Rmin The size of this radius depends on the system parameters and on one’s notion of accuracy: the larger this radius the more accurate the τ -leaping method, but also less eﬃcient. This trade oﬀ between accuracy and eﬃciency is discussed. For two VOI, the τ -leaping method is shown to be accurate and more eﬃcient than MC by at least a factor of 10 and up to a factor of about 110. However, while MC becomes exponentially slower with increasing VOI, the eﬃciency of the τ -leaping method remains relatively unchanged. Thus, the τ -leaping method can potentially be many orders of magnitude more eﬃcient than MC.","2023-01-02","2023-01-05 21:32:56","2024-07-29 08:01:27","2023-01-05 21:32:56","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2301.00647 [cond-mat, q-bio]","<div data-schema-version=""8""><p>proposes WoS coming from tau leaping,</p> <p>no references to OG WoS</p> </div>","C:\Users\isido\Zotero\storage\J5YXETE7\Albert - 2023 - A tau-leaping method for computing joint probabili.pdf","","first passage; ♥; tau-leaping","","","","","","","","","","","","","","","","","","","","arXiv:2301.00647","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KV3SI95Y","journalArticle","2019","Kondapaneni, Ivo; Vevoda, Petr; Grittmann, Pascal; Skřivan, Tomáš; Slusallek, Philipp; Křivánek, Jaroslav","Optimal multiple importance sampling","ACM Transactions on Graphics","","0730-0301, 1557-7368","10.1145/3306346.3323009","https://dl.acm.org/doi/10.1145/3306346.3323009","Multiple Importance Sampling (MIS) is a key technique for achieving robustness of Monte Carlo estimators in computer graphics and other fields. We derive optimal weighting functions for MIS that provably minimize the variance of an MIS estimator, given a set of sampling techniques. We show that the resulting variance reduction over the balance heuristic can be higher than predicted by the variance bounds derived by Veach and Guibas, who assumed only non-negative weights in their proof. We theoretically analyze the variance of the optimal MIS weights and show the relation to the variance of the balance heuristic. Furthermore, we establish a connection between the new weighting functions and control variates as previously applied to mixture sampling. We apply the new optimal weights to integration problems in light transport and show that they allow for new design considerations when choosing the appropriate sampling techniques for a given integration problem.","2019-08-31","2023-01-06 10:08:17","2024-07-29 08:29:35","2023-01-06 10:08:17","1-14","","4","38","","ACM Trans. Graph.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\LN9YUIJZ\Kondapaneni e.a. - 2019 - Optimal multiple importance sampling.pdf","","monte carlo; rendering; importance sampling; ♥♥♥; variance reduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYB3M8IG","preprint","2020","Müller, Thomas; Rousselle, Fabrice; Novák, Jan; Keller, Alexander","Neural Control Variates","","","","","http://arxiv.org/abs/2006.01524","We propose neural control variates (NCV) for unbiased variance reduction in parametric Monte Carlo integration. So far, the core challenge of applying the method of control variates has been finding a good approximation of the integrand that is cheap to integrate. We show that a set of neural networks can face that challenge: a normalizing flow that approximates the shape of the integrand and another neural network that infers the solution of the integral equation. We also propose to leverage a neural importance sampler to estimate the difference between the original integrand and the learned control variate. To optimize the resulting parametric estimator, we derive a theoretically optimal, variance-minimizing loss function, and propose an alternative, composite loss for stable online training in practice. When applied to light transport simulation, neural control variates are capable of matching the state-of-the-art performance of other unbiased approaches, while providing means to develop more performant, practical solutions. Specifically, we show that the learned light-field approximation is of sufficient quality for high-order bounces, allowing us to omit the error correction and thereby dramatically reduce the noise at the cost of negligible visible bias.","2020-09-04","2023-01-06 10:14:46","2024-07-29 08:30:13","2023-01-06 10:14:46","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2006.01524 [cs, stat]","Comment: To appear at SIGGRAPH Asia 2020. Updated with better loss function, leading to better results. 19 pages, 14 figures","C:\Users\isido\Zotero\storage\VJD8P7DL\Müller e.a. - 2020 - Neural Control Variates.pdf","","monte carlo; rendering; control variates; machine learning; deep learning; ♥♥♥♥; variance reduction","","","","","","","","","","","","","","","","","","","","arXiv:2006.01524","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4Y7RS8G","preprint","2019","Müller, Thomas; McWilliams, Brian; Rousselle, Fabrice; Gross, Markus; Novák, Jan","Neural Importance Sampling","","","","","http://arxiv.org/abs/1808.03856","We propose to use deep neural networks for generating samples in Monte Carlo integration. Our work is based on non-linear independent components estimation (NICE), which we extend in numerous ways to improve performance and enable its application to integration problems. First, we introduce piecewise-polynomial coupling transforms that greatly increase the modeling power of individual coupling layers. Second, we propose to preprocess the inputs of neural networks using one-blob encoding, which stimulates localization of computation and improves inference. Third, we derive a gradient-descent-based optimization for the KL and the $\chi^2$ divergence for the specific application of Monte Carlo integration with unnormalized stochastic estimates of the target distribution. Our approach enables fast and accurate inference and efficient sample generation independently of the dimensionality of the integration domain. We show its benefits on generating natural images and in two applications to light-transport simulation: first, we demonstrate learning of joint path-sampling densities in the primary sample space and importance sampling of multi-dimensional path prefixes thereof. Second, we use our technique to extract conditional directional densities driven by the product of incident illumination and the BSDF in the rendering equation, and we leverage the densities for path guiding. In all applications, our approach yields on-par or higher performance than competing techniques at equal sample count.","2019-09-03","2023-01-06 10:20:22","2024-07-29 08:30:08","2023-01-06 10:20:22","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1808.03856 [cs, stat]","Comment: 19 pages, 15 figures. Accepted for publication in ACM Transactions on Graphics; presented at SIGGRAPH 2019","C:\Users\isido\Zotero\storage\UQDR2FVH\Müller e.a. - 2019 - Neural Importance Sampling.pdf","","monte carlo; rendering; importance sampling; machine learning; deep learning; ♥♥♥♥; variance reduction","","","","","","","","","","","","","","","","","","","","arXiv:1808.03856","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9BFESRU","journalArticle","2020","Ruppert, Lukas; Herholz, Sebastian; Lensch, Hendrik P. A.","Robust fitting of parallax-aware mixtures for path guiding","ACM Transactions on Graphics","","0730-0301, 1557-7368","10.1145/3386569.3392421","https://dl.acm.org/doi/10.1145/3386569.3392421","Effective local light transport guiding demands for high quality guiding information, i.e., a precise representation of the directional incident radiance distribution at every point inside the scene. We introduce a parallax-aware distribution model based on parametric mixtures. By parallax-aware warping of the distribution, the local approximation of the 5D radiance field remains valid and precise across large spatial regions, even for close-by contributors. Our robust optimization scheme fits parametric mixtures to radiance samples collected in previous rendering passes. Robustness is achieved by splitting and merging of components refining the mixture. These splitting and merging decisions minimize and bound the expected variance of the local radiance estimator. In addition, we extend the fitting scheme to a robust, iterative update method, which allows for incremental training of our model using smaller sample batches. This results in more frequent training updates and, at the same time, significantly reduces the required sample memory footprint. The parametric representation of our model allows for the application of advanced importance sampling methods such as radiance-based, cosine-aware, and even product importance sampling. Our method further smoothly integrates next-event estimation (NEE) into path guiding, avoiding importance sampling of contributions better covered by NEE. The proposed robust fitting and update scheme, in combination with the parallax-aware representation, results in faster learning and lower variance compared to state-of-the-art path guiding approaches.","2020-08-31","2023-01-06 10:21:50","2024-07-29 08:24:14","2023-01-06 10:21:50","","","4","39","","ACM Trans. Graph.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\Y3W4KYQT\Ruppert e.a. - 2020 - Robust fitting of parallax-aware mixtures for path.pdf","","rendering; ♥♥","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFWUYRXJ","preprint","2017","Dahm, Ken; Keller, Alexander","Learning Light Transport the Reinforced Way","","","","","http://arxiv.org/abs/1701.07403","We show that the equations of reinforcement learning and light transport simulation are related integral equations. Based on this correspondence, a scheme to learn importance while sampling path space is derived. The new approach is demonstrated in a consistent light transport simulation algorithm that uses reinforcement learning to progressively learn where light comes from. As using this information for importance sampling includes information about visibility, too, the number of light transport paths with zero contribution is dramatically reduced, resulting in much less noisy images within a ﬁxed time budget.","2017-08-15","2023-01-06 10:22:43","2024-07-29 08:25:47","2023-01-06 10:22:43","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1701.07403 [cs]","Comment: Revised version","C:\Users\isido\Zotero\storage\2D4V4CM6\Dahm en Keller - 2017 - Learning Light Transport the Reinforced Way.pdf","","rendering; machine learning; reinforcement learning; ♥","","","","","","","","","","","","","","","","","","","","arXiv:1701.07403","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPSS8XTH","journalArticle","2015","Manzi, Marco; Kettunen, Markus; Aittala, Miika; Lehtinen, Jaakko; Durand, Frédo; Zwicker, Matthias","Gradient-Domain Bidirectional Path Tracing","","","","","","Gradient-domain path tracing has recently been introduced as an efﬁcient realistic image synthesis algorithm. This paper introduces a bidirectional gradient-domain sampler that outperforms traditional bidirectional path tracing often by a factor of two to ﬁve in terms of squared error at equal render time. It also improves over unidirectional gradient-domain path tracing in challenging visibility conditions, similarly to how conventional bidirectional path tracing improves over its unidirectional counterpart. Our algorithm leverages a novel multiple importance sampling technique and an efﬁcient implementation of a high-quality shift mapping suitable for bidirectional path tracing. We demonstrate the versatility of our approach in several challenging light transport scenarios.","2015-06-22","2023-01-06 10:23:18","2024-08-12 14:33:32","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\isido\Zotero\storage\G9T7TZDT\Manzi e.a. - Gradient-Domain Bidirectional Path Tracing.pdf","","♥; rendering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3A579MRC","preprint","2019","Durkan, Conor; Bekasov, Artur; Murray, Iain; Papamakarios, George","Cubic-Spline Flows","","","","","http://arxiv.org/abs/1906.02145","A normalizing ﬂow models a complex probability density as an invertible transformation of a simple density. The invertibility means that we can evaluate densities and generate samples from a ﬂow. In practice, autoregressive ﬂow-based models are slow to invert, making either density estimation or sample generation slow. Flows based on coupling transforms are fast for both tasks, but have previously performed less well at density estimation than autoregressive ﬂows. We stack a new coupling transform, based on monotonic cubic splines, with LU-decomposed linear layers. The resulting cubic-spline ﬂow retains an exact onepass inverse, can be used to generate high-quality images, and closes the gap with autoregressive ﬂows on a suite of density-estimation tasks.","2019-06-05","2023-01-06 10:24:27","2024-07-29 08:33:02","2023-01-06 10:24:27","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1906.02145 [cs, stat]","Comment: Appeared at the 1st Workshop on Invertible Neural Networks and Normalizing Flows at ICML 2019","C:\Users\isido\Zotero\storage\FG5VAIUR\Durkan e.a. - 2019 - Cubic-Spline Flows.pdf","","machine learning; deep learning; density estimation; ♥♥♥","","","","","","","","","","","","","","","","","","","","arXiv:1906.02145","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JXNHCLY","preprint","2019","Durkan, Conor; Bekasov, Artur; Murray, Iain; Papamakarios, George","Neural Spline Flows","","","","","http://arxiv.org/abs/1906.04032","A normalizing ﬂow models a complex probability density as an invertible transformation of a simple base density. Flows based on either coupling or autoregressive transforms both offer exact density evaluation and sampling, but rely on the parameterization of an easily invertible elementwise transformation, whose choice determines the ﬂexibility of these models. Building upon recent work, we propose a fully-differentiable module based on monotonic rational-quadratic splines, which enhances the ﬂexibility of both coupling and autoregressive transforms while retaining analytic invertibility. We demonstrate that neural spline ﬂows improve density estimation, variational inference, and generative modeling of images.","2019-12-02","2023-01-06 10:24:49","2024-07-29 08:32:59","2023-01-06 10:24:49","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1906.04032 [cs, stat]","Comment: Published at the 33rd Conference on Neural Information Processing Systems (NeurIPS 2019), Vancouver, Canada","C:\Users\isido\Zotero\storage\RNWFF9CZ\Durkan e.a. - 2019 - Neural Spline Flows.pdf","","machine learning; deep learning; density estimation; ♥♥♥","","","","","","","","","","","","","","","","","","","","arXiv:1906.04032","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5FBPAZ4","preprint","2021","Papamakarios, George; Nalisnick, Eric; Rezende, Danilo Jimenez; Mohamed, Shakir; Lakshminarayanan, Balaji","Normalizing Flows for Probabilistic Modeling and Inference","","","","","http://arxiv.org/abs/1912.02762","Normalizing ﬂows provide a general mechanism for deﬁning expressive probability distributions, only requiring the speciﬁcation of a (usually simple) base distribution and a series of bijective transformations. There has been much recent work on normalizing ﬂows, ranging from improving their expressive power to expanding their application. We believe the ﬁeld has now matured and is in need of a uniﬁed perspective. In this review, we attempt to provide such a perspective by describing ﬂows through the lens of probabilistic modeling and inference. We place special emphasis on the fundamental principles of ﬂow design, and discuss foundational topics such as expressive power and computational trade-oﬀs. We also broaden the conceptual framing of ﬂows by relating them to more general probability transformations. Lastly, we summarize the use of ﬂows for tasks such as generative modeling, approximate inference, and supervised learning.","2021-04-08","2023-01-06 10:25:05","2024-07-29 08:32:55","2023-01-06 10:25:05","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1912.02762 [cs, stat]","Comment: Review article, 64 pages, 9 figures. Published in the Journal of Machine Learning Research (see https://jmlr.org/papers/v22/19-1028.html)","C:\Users\isido\Zotero\storage\WS7G7WN2\Papamakarios e.a. - 2021 - Normalizing Flows for Probabilistic Modeling and I.pdf","","importance sampling; machine learning; deep learning; density estimation; ♥♥","","","","","","","","","","","","","","","","","","","","arXiv:1912.02762","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LVTNKR3","preprint","2019","Jaini, Priyank; Selby, Kira A.; Yu, Yaoliang","Sum-of-Squares Polynomial Flow","","","","","http://arxiv.org/abs/1905.02325","Triangular map is a recent construct in probability theory that allows one to transform any source probability density function to any target density function. Based on triangular maps, we propose a general framework for high-dimensional density estimation, by specifying one-dimensional transformations (equivalently conditional densities) and appropriate conditioner networks. This framework (a) reveals the commonalities and differences of existing autoregressive and ﬂow based methods, (b) allows a uniﬁed understanding of the limitations and representation power of these recent approaches and, (c) motivates us to uncover a new Sum-of-Squares (SOS) ﬂow that is interpretable, universal, and easy to train. We perform several synthetic experiments on various density geometries to demonstrate the beneﬁts (and shortcomings) of such transformations. SOS ﬂows achieve competitive results in simulations and several real-world datasets.","2019-06-10","2023-01-06 10:25:18","2024-07-29 08:32:05","2023-01-06 10:25:18","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1905.02325 [cs, stat]","Comment: 13 pages, ICML'2019","C:\Users\isido\Zotero\storage\PCM8RNZR\Jaini e.a. - 2019 - Sum-of-Squares Polynomial Flow.pdf","","importance sampling; machine learning; density estimation; ♥","","","","","","","","","","","","","","","","","","","","arXiv:1905.02325","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AK43FR5V","preprint","2022","Beznea, Lucian; Cimpean, Iulian; Lupascu-Stamate, Oana; Popescu, Ionel; Zarnescu, Arghir","From Monte Carlo to neural networks approximations of boundary value problems","","","","","http://arxiv.org/abs/2209.01432","In this paper we study probabilistic and neural network approximations for solutions to Poisson equation subject to H¨older or C2 data in general bounded domains of Rd. We aim at two fundamental goals.","2022-09-03","2023-01-06 10:25:51","2024-07-29 08:32:03","2023-01-06 10:25:51","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2209.01432 [cs, math]","","C:\Users\isido\Zotero\storage\G4JL3TT7\Beznea e.a. - 2022 - From Monte Carlo to neural networks approximations.pdf","","monte carlo; PDE; machine learning; boundary value problems; deep learning; ♥♥","","","","","","","","","","","","","","","","","","","","arXiv:2209.01432","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDJCDHRQ","journalArticle","2007","Zergaïnoh, Anissa; Chihab, Najat; Astruc, Jean Pierre","Construction of Orthonormal Piecewise Polynomial Scaling and Wavelet Bases on Non-Equally Spaced Knots","EURASIP Journal on Advances in Signal Processing","","1687-6180","10.1155/2007/27427","https://asp-eurasipjournals.springeropen.com/articles/10.1155/2007/27427","his paper investigates the mathematical framework of multiresolution analysis based on irregularly spaced knots sequence. Our presentation is based on the construction of nested nonuniform spline multiresolution spaces. From these spaces, we present the construction of orthonormal scaling and wavelet basis functions on bounded intervals. For any arbitrary degree of the spline function, we provide an explicit generalization allowing the construction of the scaling and wavelet bases on the nontraditional sequences. We show that the orthogonal decomposition is implemented using filter banks where the coefficients depend on the location of the knots on the sequence. Examples of orthonormal spline scaling and wavelet bases are provided. This approach can be used to interpolate irregularly sampled signals in an efficient way, by keeping the multiresolution approach.","2007-12","2023-01-08 14:49:13","2024-07-29 08:34:49","2023-01-08 14:49:13","027427","","1","2007","","EURASIP J. Adv. Signal Process.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\IA4NHCZX\Zergaïnoh e.a. - 2007 - Construction of Orthonormal Piecewise Polynomial S.pdf","","wavelets; ♥","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSZZAWZI","preprint","2021","Subr, Kartic","Q-NET: A Network for Low-Dimensional Integrals of Neural Proxies","","","","","http://arxiv.org/abs/2006.14396","Many applications require the calculation of integrals of multidimensional functions. A general and popular procedure is to estimate integrals by averaging multiple evaluations of the function. Often, each evaluation of the function entails costly computations. The use of a \emph{proxy} or surrogate for the true function is useful if repeated evaluations are necessary. The proxy is even more useful if its integral is known analytically and can be calculated practically. We propose the use of a versatile yet simple class of artificial neural networks -- sigmoidal universal approximators -- as a proxy for functions whose integrals need to be estimated. We design a family of fixed networks, which we call Q-NETs, that operate on parameters of a trained proxy to calculate exact integrals over \emph{any subset of dimensions} of the input domain. We identify transformations to the input space for which integrals may be recalculated without resampling the integrand or retraining the proxy. We highlight the benefits of this scheme for a few applications such as inverse rendering, generation of procedural noise, visualization and simulation. The proposed proxy is appealing in the following contexts: the dimensionality is low ($<10$D); the estimation of integrals needs to be decoupled from the sampling strategy; sparse, adaptive sampling is used; marginal functions need to be known in functional form; or when powerful Single Instruction Multiple Data/Thread (SIMD/SIMT) pipelines are available for computation.","2021-03-30","2023-01-08 17:33:21","2024-07-29 08:36:49","2023-01-08 17:33:21","","","","","","","Q-NET","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2006.14396 [cs, stat]","Comment: 11 pages (including appendix and references)","C:\Users\isido\Zotero\storage\N8BQBFKD\Subr - 2021 - Q-NET A Network for Low-Dimensional Integrals of .pdf","","rendering; machine learning; deep learning; ♥","","","","","","","","","","","","","","","","","","","","arXiv:2006.14396","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XZWWP2V","conferencePaper","2019","Duminil-Copin, Hugo","SIXTY YEARS OF PERCOLATION","Proceedings of the International Congress of Mathematicians (ICM 2018)","978-981-327-287-3 978-981-327-288-0","","10.1142/9789813272880_0162","https://www.worldscientific.com/doi/abs/10.1142/9789813272880_0162","Percolation models describe the inside of a porous material. The theory emerged timidly in the middle of the twentieth century before becoming one of the major objects of interest in probability and mathematical physics. The golden age of percolation is probably the eighties, during which most of the major results were obtained for the most classical of these models, named Bernoulli percolation, but it is really the two following decades which put percolation theory at the crossroad of several domains of mathematics. In this broad review, we propose to describe brieﬂy some recent progress as well as some famous challenges remaining in the ﬁeld. This review is not intended to probabilists (and a fortiori not to specialists in percolation theory): the target audience is mathematicians of all kinds.","2019-05","2023-01-09 20:52:43","2024-07-29 08:39:06","2023-01-09 20:52:43","2829-2856","","","","","","","","","","","WORLD SCIENTIFIC","Rio de Janeiro, Brazil","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\KAH28XWG\Duminil-Copin - 2019 - SIXTY YEARS OF PERCOLATION.pdf","","♥♥♥; percolation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Congress of Mathematicians 2018","","","","","","","","","","","","","","",""
"MTNHCBJF","videoRecording","2018","Enthought","UMAP Uniform Manifold Approximation and Projection for Dimension Reduction | SciPy 2018 |","","","","","https://www.youtube.com/watch?v=nq6iPZVUxZU","This talk will present a new approach to dimension reduction called UMAP. UMAP is grounded in manifold learning and topology, making an effort to preserve the topological structure of the data. The resulting algorithm can provide both 2D visualisations of data of comparable quality to t-SNE, and general purpose dimension reduction. UMAP has been implemented as a (scikit-learn compatible) python library that can perform efficient dimension reduction, scaling out to much larger datasets than t-SNE or other comparable algorithms (see http://github.com/lmcinnes/umap).","2018-07-14","2023-01-10 16:37:30","2024-07-29 08:40:29","2023-01-10 16:37:30","","","","","","","","","","","","","","","","","","","YouTube","","","","","","machine learning; dimension reduction; ♥♥♥♥♥","","","","","","","","","","","","","","","","","","","","","","26:05","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CV9BW8H","videoRecording","2019","PyData","A Bluffer's Guide to Dimension Reduction - Leland McInnes","","","","","https://www.youtube.com/watch?v=9iol3Lk6kyU","Dimension reduction is a complicated topic with a vast zoo of diverse techniques for different specialised problems. This talk will seek to cut through the technical detail and focus on the core intuitions that lie behind dimension reduction. From this point of view we'll see that there are only really two core ideas you need to know to understand dimension reduction. === www.pydata.org PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R.  PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases. 00:00 Welcome! 00:10 Help us add time stamps or captions to this video! See the description for details.","2019-02-01","2023-01-10 16:50:08","2024-07-29 09:46:28","2023-01-10 16:50:08","","","","","","","","","","","","","","","","","","","YouTube","","","","","","machine learning; dimension reduction; ♥♥♥","","","","","","","","","","","","","","","","","","","","","","36:33","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFL6BJ5W","videoRecording","2020","Stitch Fix Multithreaded","Algo Hour - Nearest Neighbor Descent (and friends) | Dr. Leland McInnes","","","","","https://www.youtube.com/watch?v=OvT2NY_FV_g","Finding nearest neighbors in a dataset is an important fundamental problem for many different machine learning tasks, particularly in unsupervised learning. The problem becomes particularly challenging for higher dimensional data. We’ll look at some of the classical tree based techniques, and look at some of the difficulties that occur. Next we’ll explore Nearest Neighbor Descent and related graph based algorithms, working from very simple intuitions to efficient implementations. The approaches provide a powerful and flexible framework for (approximate) nearest neighbor searching, and, as we will demonstrate, significantly outperform tree based approaches on a number of real world datasets. Dr. McInnes is a research mathematician and Data Scientist at the Tutte Institute for Mathematics and Computing in Ottawa, Ontario. He’s well-known for his and collaborators’ creation of the Accelerated HDBSCAN* algorithm, and UMAP – a manifold learning dimension reduction technique.","2020-05-22","2023-01-10 17:07:12","2024-07-29 09:47:34","2023-01-10 17:07:12","","","","","","","","","","","","","","","","","","","YouTube","","","","","","machine learning; ♥♥♥","","","","","","","","","","","","","","","","","","","","","","54:10","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8ZXGQLI","videoRecording","2016","Enthought","High Quality, High Performance Clustering with HDBSCAN | SciPy 2016 | Leland McInnes","","","","","https://www.youtube.com/watch?v=AgPQ76RIi6A","Data clustering is a powerful tool for data analysis. It can be particularly useful in exploratory data analysis for helping to summarize and give intuition about a dataset. Despite it's power clustering is used for this task far less frequently than it could be. A plethora of options for clustering algorithms exist, and we will provide a survey of some of the more popular options, discussing their strengths and weaknesses, particularly with regard to exploratory data analysis. Our focus, however, is on a relatively new algorithm that appears to be the best equipped to meet the needs of exploratory data analysis: HDBSCAN* has the strengths of density based algorithms, has a small robust set of parameters, and with suitable implementation can be made highly scalable to large datasets. We will discuss how the algorithm works, taking a few different perspectives, and explain the techniques used for a high performance implementation. Finally we'll discuss ways to extend the algorithm, drawing on ideas from topological data analysis.","2016-07-15","2023-01-10 17:19:13","2024-07-29 09:47:54","2023-01-10 17:19:13","","","","","","","","","","","","","","","","","","","YouTube","","","","","","machine learning; ♥♥♥♥; clustering","","","","","","","","","","","","","","","","","","","","","","22:56","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLR4E6C8","preprint","2021","Hajimohammadi, Zeinab; Parand, Kourosh; Ghodsi, Ali","Legendre Deep Neural Network (LDNN) and its application for approximation of nonlinear Volterra Fredholm Hammerstein integral equations","","","","","http://arxiv.org/abs/2106.14320","Various phenomena in biology, physics, and engineering are modeled by diﬀerential equations. These diﬀerential equations including partial diﬀerential equations and ordinary diﬀerential equations can be converted and represented as integral equations. In particular, Volterra–Fredholm–Hammerstein integral equations are the main type of these integral equations and researchers are interested in investigating and solving these equations. In this paper, we propose Legendre Deep Neural Network (LDNN) for solving nonlinear Volterra–Fredholm–Hammerstein integral equations (V-F-H-IEs). LDNN utilizes Legendre orthogonal polynomials as activation functions of the Deep structure. We present how LDNN can be used to solve nonlinear V-F-H-IEs. We show using the Gaussian quadrature collocation method in combination with LDNN results in a novel numerical solution for nonlinear V-F-H-IEs. Several examples are given to verify the performance and accuracy of LDNN.","2021-06-27","2023-01-10 17:54:46","2024-07-29 09:48:33","2023-01-10 17:54:46","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2106.14320 [cs, math]","","C:\Users\isido\Zotero\storage\PYEIWQ2R\Hajimohammadi e.a. - 2021 - Legendre Deep Neural Network (LDNN) and its applic.pdf","","integral equations; machine learning; ♥","","","","","","","","","","","","","","","","","","","","arXiv:2106.14320","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILUFNPTC","preprint","2021","Formica, M. R.; Ostrovsky, E.; Sirota, L.","Method Monte-Carlo for solving of non-linear integral equations","","","","","http://arxiv.org/abs/2102.07859","We oﬀer in this short report a simple Monte - Carlo method for solving a well posed non - linear integral equations of second Fredholm’s and Volterra’s type and built a conﬁdence region for solution in an uniform norm, applying the grounded Central Limit Theorem in the Banach space of continuous functions.","2021-02-15","2023-01-10 17:58:16","2024-07-29 09:51:05","2023-01-10 17:58:16","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2102.07859 [cs, math]","","C:\Users\isido\Zotero\storage\INK9IZXC\Formica e.a. - 2021 - Method Monte-Carlo for solving of non-linear integ.pdf","","monte carlo; integral equations; ♥♥","","","","","","","","","","","","","","","","","","","","arXiv:2102.07859","","","","","","","","","","","","","","","","","","","","","","","","","","",""
